Frame;AU_02_L_x;AU_02_L_y;AU_02_L_z;AU_01_L_x;AU_01_L_y;AU_01_L_z;AU_02_R_x;AU_02_R_y;AU_02_R_z;AU_01_R_x;AU_01_R_y;AU_01_R_z;AU_06_L_x;AU_06_L_y;AU_06_L_z;AU_06_R_x;AU_06_R_y;AU_06_R_z;AU_09_L_x;AU_09_L_y;AU_09_L_z;AU_09_R_x;AU_09_R_y;AU_09_R_z;AU_11_L_x;AU_11_L_y;AU_11_L_z;AU_11_R_x;AU_11_R_y;AU_11_R_z;AU_12_L_x;AU_12_L_y;AU_12_L_z;AU_10_L_x;AU_10_L_y;AU_10_L_z;AU_12_R_x;AU_12_R_y;AU_12_R_z;AU_10_R_x;AU_10_R_y;AU_10_R_z;AU_08_x;AU_08_y;AU_08_z;AU_16_x;AU_16_y;AU_16_z;Stimulustype
1393;-0.2643771767616272;0.3626164197921753;-0.18319487571716309;-0.08362150937318802;0.3261573910713196;-0.10421204566955566;0.291490375995636;0.33612239360809326;-0.21545958518981934;0.09116050601005554;0.32374095916748047;-0.11458468437194824;-0.22904890775680542;0.014859676361083984;-0.17750310897827148;0.22338350117206573;0.021912992000579834;-0.19095540046691895;-0.10396170616149902;0.05272030830383301;-0.13944220542907715;0.10927389562129974;0.04745882749557495;-0.15994048118591309;-0.13509753346443176;-0.07861828804016113;-0.12928175926208496;0.12881913781166077;-0.06905782222747803;-0.15125513076782227;-0.21382415294647217;-0.2368525266647339;-0.15895485877990723;-0.13157044351100922;-0.21019423007965088;-0.10635232925415039;0.210378959774971;-0.22574663162231445;-0.18989276885986328;0.12981703877449036;-0.19495952129364014;-0.12637948989868164;-0.001020034309476614;-0.17453181743621826;-0.06999731063842773;0.0028142747469246387;-0.33176183700561523;-0.09773397445678711;posed_fear
1394;-0.2629673480987549;0.3631998300552368;-0.18216228485107422;-0.08245798945426941;0.3253409266471863;-0.10406160354614258;0.29017701745033264;0.33710718154907227;-0.21398401260375977;0.089711494743824;0.32344406843185425;-0.1142125129699707;-0.2290077954530716;0.0147627592086792;-0.17745566368103027;0.22293181717395782;0.021962404251098633;-0.19078946113586426;-0.10376293957233429;0.05339634418487549;-0.13966846466064453;0.10872645676136017;0.04793733358383179;-0.15984511375427246;-0.13483789563179016;-0.07799673080444336;-0.1290607452392578;0.1286088228225708;-0.06850290298461914;-0.1512300968170166;-0.21217207610607147;-0.2373408079147339;-0.1581432819366455;-0.13124577701091766;-0.21061038970947266;-0.10624814033508301;0.2081790715456009;-0.22638177871704102;-0.1882789134979248;0.1292811781167984;-0.1946028470993042;-0.12603187561035156;-0.0014968193136155605;-0.1733640432357788;-0.0701441764831543;0.0019495678134262562;-0.3357173204421997;-0.09853482246398926;posed_fear
1395;-0.26180514693260193;0.36401981115341187;-0.1813669204711914;-0.08182075619697571;0.3255465626716614;-0.10400247573852539;0.2886921763420105;0.3385927081108093;-0.21237516403198242;0.08900836110115051;0.323323130607605;-0.11401152610778809;-0.2288876622915268;0.01493692398071289;-0.1774766445159912;0.22261953353881836;0.021862149238586426;-0.19060444831848145;-0.10408709198236465;0.05385184288024902;-0.14053559303283691;0.10897018015384674;0.04852259159088135;-0.16030669212341309;-0.1348944753408432;-0.0773705244064331;-0.1291658878326416;0.12781137228012085;-0.06796145439147949;-0.15094804763793945;-0.21110156178474426;-0.23799490928649902;-0.15778160095214844;-0.13095656037330627;-0.21074700355529785;-0.10613703727722168;0.20606304705142975;-0.227461576461792;-0.1869523525238037;0.1293322890996933;-0.19410550594329834;-0.12600064277648926;-0.0017383168451488018;-0.17207109928131104;-0.0703580379486084;0.001371531281620264;-0.34017372131347656;-0.0995476245880127;posed_fear
1396;-0.26100990176200867;0.36453330516815186;-0.1808147430419922;-0.0810161605477333;0.3249359130859375;-0.1038978099822998;0.28800609707832336;0.3403167128562927;-0.21180033683776855;0.08845381438732147;0.32366567850112915;-0.11378216743469238;-0.2289489060640335;0.015222012996673584;-0.1775956153869629;0.222163587808609;0.021912455558776855;-0.19043469429016113;-0.10353563725948334;0.05456185340881348;-0.14023852348327637;0.10894240438938141;0.048739075660705566;-0.16040349006652832;-0.13441996276378632;-0.07678854465484619;-0.12872028350830078;0.12762701511383057;-0.06745123863220215;-0.1509084701538086;-0.21036911010742188;-0.2385540008544922;-0.15758919715881348;-0.1304944008588791;-0.21027517318725586;-0.10583615303039551;0.20492258667945862;-0.22755658626556396;-0.18609261512756348;0.12913954257965088;-0.1935347318649292;-0.12582182884216309;-0.001849066000431776;-0.17156410217285156;-0.07043886184692383;0.0011478741653263569;-0.3427751064300537;-0.10019207000732422;posed_fear
1397;-0.26035892963409424;0.3651280403137207;-0.1803913116455078;-0.08135468512773514;0.3251609802246094;-0.10394072532653809;0.28774353861808777;0.3413575291633606;-0.21169805526733398;0.08829230815172195;0.32375866174697876;-0.11371850967407227;-0.2286030501127243;0.01537477970123291;-0.177534818649292;0.22240175306797028;0.02192389965057373;-0.19054293632507324;-0.10374688357114792;0.055005013942718506;-0.14091992378234863;0.10872884839773178;0.04939335584640503;-0.16061806678771973;-0.13435374200344086;-0.07644152641296387;-0.1286780834197998;0.12779025733470917;-0.06714010238647461;-0.1509990692138672;-0.20890843868255615;-0.23911058902740479;-0.15693187713623047;-0.1303841471672058;-0.20974302291870117;-0.10574626922607422;0.204029381275177;-0.22843718528747559;-0.1857602596282959;0.12909743189811707;-0.1936734914779663;-0.12581491470336914;-0.001779473852366209;-0.17058825492858887;-0.07064509391784668;0.0006909355870448053;-0.3463008403778076;-0.1010289192199707;posed_fear
1398;-0.25997859239578247;0.3657355308532715;-0.18018674850463867;-0.08087071031332016;0.3257256746292114;-0.10391092300415039;0.28762489557266235;0.3437498211860657;-0.21192383766174316;0.08859198540449142;0.3246477246284485;-0.11358428001403809;-0.22825457155704498;0.01568382978439331;-0.17752718925476074;0.22240763902664185;0.02192068099975586;-0.19054341316223145;-0.10359247773885727;0.05565863847732544;-0.14119839668273926;0.10886247456073761;0.049899935722351074;-0.16097307205200195;-0.1341581493616104;-0.07609295845031738;-0.12850260734558105;0.1275952309370041;-0.06710469722747803;-0.15092086791992188;-0.2075035572052002;-0.23926663398742676;-0.1561145782470703;-0.12993599474430084;-0.2093585729598999;-0.1055152416229248;0.20340409874916077;-0.22918319702148438;-0.18558263778686523;0.12881511449813843;-0.19359946250915527;-0.12564635276794434;-0.0016933674924075603;-0.1699979305267334;-0.07077789306640625;0.0005783163360320032;-0.34954833984375;-0.10189390182495117;posed_fear
1399;-0.25998640060424805;0.3667788505554199;-0.18036317825317383;-0.08098040521144867;0.32574164867401123;-0.10392355918884277;0.28726500272750854;0.3459724187850952;-0.21191120147705078;0.08823247253894806;0.3250553607940674;-0.11353230476379395;-0.2285556197166443;0.01596999168395996;-0.1777338981628418;0.22173132002353668;0.022543251514434814;-0.19059062004089355;-0.1040649488568306;0.0560910701751709;-0.14227795600891113;0.10824806243181229;0.05079621076583862;-0.16106843948364258;-0.13406464457511902;-0.07514405250549316;-0.1284770965576172;0.12671056389808655;-0.06614184379577637;-0.1506204605102539;-0.20749767124652863;-0.23890089988708496;-0.15593171119689941;-0.13006307184696198;-0.20855998992919922;-0.1055746078491211;0.2025940865278244;-0.2289566993713379;-0.18484759330749512;0.12790872156620026;-0.192840576171875;-0.12503838539123535;-0.002641174476593733;-0.16925263404846191;-0.07075691223144531;0.000549627875443548;-0.35050177574157715;-0.10214948654174805;posed_fear
1400;-0.2586769759654999;0.3672477602958679;-0.17939305305480957;-0.08015812933444977;0.3255125880241394;-0.10382938385009766;0.28700798749923706;0.3473512530326843;-0.21187329292297363;0.08810044825077057;0.32476919889450073;-0.11349821090698242;-0.22817236185073853;0.0166933536529541;-0.1778850555419922;0.22198501229286194;0.023416996002197266;-0.19117021560668945;-0.10365287959575653;0.056887030601501465;-0.14226746559143066;0.1085982620716095;0.052057504653930664;-0.16196370124816895;-0.13331380486488342;-0.07371985912322998;-0.12781000137329102;0.12583382427692413;-0.06417560577392578;-0.15039753913879395;-0.2065243422985077;-0.23810720443725586;-0.15492534637451172;-0.12930339574813843;-0.20736539363861084;-0.1051790714263916;0.2023722529411316;-0.2285538911819458;-0.18450188636779785;0.12796084582805634;-0.19169306755065918;-0.12492966651916504;-0.002157659735530615;-0.16800618171691895;-0.0710914134979248;0.0011119958944618702;-0.34925365447998047;-0.10197567939758301;posed_fear
1401;-0.25691041350364685;0.3666837215423584;-0.1778881549835205;-0.07851257175207138;0.3250781297683716;-0.10364270210266113;0.285015344619751;0.34866392612457275;-0.21027827262878418;0.08673898875713348;0.32468318939208984;-0.11324548721313477;-0.22795216739177704;0.017830491065979004;-0.1782524585723877;0.22156351804733276;0.02454972267150879;-0.19161725044250488;-0.10356660187244415;0.057848989963531494;-0.14289617538452148;0.10861578583717346;0.05364447832107544;-0.1628251075744629;-0.13255417346954346;-0.07175874710083008;-0.12720632553100586;0.12553830444812775;-0.06160104274749756;-0.15046334266662598;-0.20697523653507233;-0.2366107702255249;-0.1544811725616455;-0.12943731248378754;-0.2056642770767212;-0.10523486137390137;0.2028864175081253;-0.22665643692016602;-0.18410491943359375;0.12719085812568665;-0.18979525566101074;-0.12426257133483887;-0.0023806444369256496;-0.16671395301818848;-0.07143306732177734;0.0017520640976727009;-0.34618115425109863;-0.10132002830505371;posed_fear
1402;-0.25429046154022217;0.3661884069442749;-0.17574024200439453;-0.07688930630683899;0.32513320446014404;-0.10347676277160645;0.28207680583000183;0.3489692211151123;-0.20770001411437988;0.08435703068971634;0.3247385621070862;-0.11281085014343262;-0.22729453444480896;0.02003622055053711;-0.17888832092285156;0.22195854783058167;0.027112960815429688;-0.19320249557495117;-0.10249301791191101;0.060720086097717285;-0.14350080490112305;0.10883205384016037;0.05629599094390869;-0.164381742477417;-0.13104760646820068;-0.06789541244506836;-0.12659215927124023;0.12532342970371246;-0.057635366916656494;-0.1506648063659668;-0.2067846953868866;-0.23346471786499023;-0.15282297134399414;-0.12888285517692566;-0.20265042781829834;-0.10493016242980957;0.20406058430671692;-0.22321748733520508;-0.18360686302185059;0.12771038711071014;-0.18626582622528076;-0.12458133697509766;-0.0015687807463109493;-0.16460895538330078;-0.0722649097442627;0.002822092268615961;-0.341127872467041;-0.10024762153625488;posed_fear
1403;-0.25134140253067017;0.36591464281082153;-0.17358112335205078;-0.07517112791538239;0.3245558738708496;-0.1033327579498291;0.27941909432411194;0.3491729497909546;-0.20533323287963867;0.0827254131436348;0.324032723903656;-0.11248779296875;-0.22712604701519012;0.022335410118103027;-0.17972660064697266;0.22227492928504944;0.029234111309051514;-0.19451045989990234;-0.10204418003559113;0.06308704614639282;-0.14467954635620117;0.10925913602113724;0.058674514293670654;-0.1659233570098877;-0.1302339732646942;-0.06443744897842407;-0.12664484977722168;0.12573851644992828;-0.054525017738342285;-0.15106773376464844;-0.2075514793395996;-0.23080039024353027;-0.15227675437927246;-0.1286986768245697;-0.19933223724365234;-0.1048116683959961;0.20547333359718323;-0.22032856941223145;-0.18359756469726562;0.12785446643829346;-0.18358421325683594;-0.12488293647766113;-0.001234238501638174;-0.16240382194519043;-0.07310009002685547;0.003124783281236887;-0.33597326278686523;-0.09897708892822266;posed_fear
1404;-0.24968963861465454;0.3666979670524597;-0.17251801490783691;-0.07413384318351746;0.32545042037963867;-0.10334038734436035;0.2767806947231293;0.34965795278549194;-0.20300936698913574;0.08094571530818939;0.32467979192733765;-0.11218380928039551;-0.2271737903356552;0.02446913719177246;-0.1805737018585205;0.2224966436624527;0.030951738357543945;-0.19555401802062988;-0.10152975469827652;0.06531858444213867;-0.14564800262451172;0.10903749614953995;0.06094491481781006;-0.16700124740600586;-0.13022200763225555;-0.06165158748626709;-0.12740874290466309;0.12585091590881348;-0.05214381217956543;-0.1512899398803711;-0.2080310881137848;-0.22765886783599854;-0.15140414237976074;-0.12922406196594238;-0.196533203125;-0.1050574779510498;0.20626552402973175;-0.21796464920043945;-0.18321013450622559;0.12780185043811798;-0.18137550354003906;-0.12502694129943848;-0.0019070371054112911;-0.1605665683746338;-0.07365942001342773;0.0029025510884821415;-0.3321218490600586;-0.09785985946655273;posed_fear
1405;-0.24787887930870056;0.3670445680618286;-0.17127299308776855;-0.07289929687976837;0.3260870575904846;-0.10333132743835449;0.2752915024757385;0.35002970695495605;-0.20171070098876953;0.08018512278795242;0.32511836290359497;-0.11205887794494629;-0.22663214802742004;0.025862574577331543;-0.18093180656433105;0.22260421514511108;0.03246384859085083;-0.19643735885620117;-0.10158909857273102;0.06682711839675903;-0.14693737030029297;0.10912712663412094;0.06259465217590332;-0.16794157028198242;-0.12963321805000305;-0.059319138526916504;-0.12739849090576172;0.12680336833000183;-0.05044353008270264;-0.15181422233581543;-0.208278089761734;-0.22520768642425537;-0.15063881874084473;-0.1289025992155075;-0.1939849853515625;-0.10490942001342773;0.2071690410375595;-0.2165696620941162;-0.18329310417175293;0.12822049856185913;-0.1801213026046753;-0.1253819465637207;-0.001787740271538496;-0.15915393829345703;-0.07420158386230469;0.00322279566898942;-0.33262908458709717;-0.0980992317199707;posed_fear
1406;-0.24697385728359222;0.36814284324645996;-0.17079567909240723;-0.07214836776256561;0.3271949887275696;-0.10335206985473633;0.2743808925151825;0.3509151339530945;-0.20100188255310059;0.07965095341205597;0.32625246047973633;-0.1119999885559082;-0.22664131224155426;0.027533888816833496;-0.18158531188964844;0.22266721725463867;0.03346288204193115;-0.19701719284057617;-0.10116163641214371;0.06821310520172119;-0.1473705768585205;0.10940607637166977;0.06370961666107178;-0.16871404647827148;-0.12951326370239258;-0.05741715431213379;-0.12779474258422852;0.1266351193189621;-0.0490337610244751;-0.15184783935546875;-0.20900504291057587;-0.22308623790740967;-0.15038299560546875;-0.12922686338424683;-0.1925666332244873;-0.10515189170837402;0.20704254508018494;-0.21560049057006836;-0.1828014850616455;0.12820972502231598;-0.17892789840698242;-0.12547087669372559;-0.002169057261198759;-0.15737128257751465;-0.07479166984558105;0.002370376605540514;-0.33222174644470215;-0.09771847724914551;posed_fear
1407;-0.24683478474617004;0.3699589967727661;-0.17097973823547363;-0.07192914932966232;0.3290584087371826;-0.10341739654541016;0.2747325301170349;0.3518252372741699;-0.20143842697143555;0.07950647920370102;0.3279300928115845;-0.1120307445526123;-0.22641828656196594;0.02803140878677368;-0.1817035675048828;0.2231365293264389;0.0341566801071167;-0.19759678840637207;-0.10068576037883759;0.06919640302658081;-0.1474289894104004;0.10999424010515213;0.06423872709274292;-0.16936612129211426;-0.1293383687734604;-0.05715489387512207;-0.1276712417602539;0.12739962339401245;-0.04818451404571533;-0.15223026275634766;-0.20866484940052032;-0.2226555347442627;-0.15004539489746094;-0.12904462218284607;-0.19181036949157715;-0.10510969161987305;0.20698845386505127;-0.21518778800964355;-0.18259191513061523;0.1285979300737381;-0.17830824851989746;-0.12575697898864746;-0.0016730348579585552;-0.15675532817840576;-0.07510662078857422;0.002051637042313814;-0.33354663848876953;-0.0979776382446289;posed_fear
1408;-0.2475348711013794;0.3716750144958496;-0.17175054550170898;-0.07216478884220123;0.3309932351112366;-0.10349392890930176;0.27538901567459106;0.3529474139213562;-0.2021772861480713;0.07956493645906448;0.3301588296890259;-0.11211776733398438;-0.22676213085651398;0.02821528911590576;-0.18189191818237305;0.22324486076831818;0.034499526023864746;-0.1978316307067871;-0.10069480538368225;0.06960326433181763;-0.14779305458068848;0.11005627363920212;0.0649290680885315;-0.16977453231811523;-0.1298217475414276;-0.05724048614501953;-0.128190279006958;0.12740421295166016;-0.048219501972198486;-0.15222978591918945;-0.20845946669578552;-0.22288882732391357;-0.14998745918273926;-0.12934920191764832;-0.19196367263793945;-0.10524678230285645;0.20694981515407562;-0.21516120433807373;-0.18255281448364258;0.12845252454280853;-0.17833447456359863;-0.12566590309143066;-0.001968847122043371;-0.1562199592590332;-0.07525205612182617;0.0018591848202049732;-0.33396780490875244;-0.09803080558776855;posed_fear
1409;-0.2475079745054245;0.37260901927948;-0.17187714576721191;-0.07181896269321442;0.3322123885154724;-0.1035304069519043;0.27514368295669556;0.35390692949295044;-0.20208001136779785;0.07976394891738892;0.3314076066017151;-0.11219668388366699;-0.22655804455280304;0.028942346572875977;-0.18210577964782715;0.22345799207687378;0.035062551498413086;-0.19823265075683594;-0.10049684345722198;0.07006597518920898;-0.14788508415222168;0.11048022657632828;0.06540536880493164;-0.17029571533203125;-0.1300942748785019;-0.056384921073913574;-0.12873554229736328;0.1275642067193985;-0.04734945297241211;-0.1523609161376953;-0.2088444083929062;-0.2226322889328003;-0.15014910697937012;-0.12907622754573822;-0.19073092937469482;-0.10519003868103027;0.2068517506122589;-0.2143319845199585;-0.18213963508605957;0.1290159672498703;-0.17733240127563477;-0.1260237693786621;-0.0015431488864123821;-0.15529489517211914;-0.0756692886352539;0.0021444116719067097;-0.3335723876953125;-0.09801411628723145;posed_fear
1410;-0.24798662960529327;0.3736266493797302;-0.1723802089691162;-0.07214488089084625;0.3323577642440796;-0.10354375839233398;0.2751837968826294;0.3544813394546509;-0.20219063758850098;0.07985740900039673;0.3322420120239258;-0.11224246025085449;-0.22664253413677216;0.02928948402404785;-0.18226933479309082;0.2232002317905426;0.0353776216506958;-0.19829988479614258;-0.10097919404506683;0.07023298740386963;-0.1487717628479004;0.11029087007045746;0.06575143337249756;-0.1703624725341797;-0.13031220436096191;-0.05597412586212158;-0.12909436225891113;0.12755879759788513;-0.04704928398132324;-0.15238118171691895;-0.2083020657300949;-0.22233664989471436;-0.14972758293151855;-0.12943769991397858;-0.19043266773223877;-0.10538268089294434;0.20670297741889954;-0.21449828147888184;-0.1820995807647705;0.128902405500412;-0.17711293697357178;-0.1259605884552002;-0.0017824615351855755;-0.15490925312042236;-0.07576870918273926;0.00184194790199399;-0.33366990089416504;-0.09794449806213379;posed_fear
