Frame;CL7_x;CL7_y;CL7_z;BL7_x;BL7_y;BL7_z;CR7_x;CR7_y;CR7_z;BR7_x;BR7_y;BR7_z;A8_x;A8_y;A8_z;A7_x;A7_y;A7_z;BL5_x;BL5_y;BL5_z;BR5_x;BR5_y;BR5_z;CL4_x;CL4_y;CL4_z;BL4_x;BL4_y;BL4_z;CR4_x;CR4_y;CR4_z;BR4_x;BR4_y;BR4_z;DL2_x;DL2_y;DL2_z;BL2_x;BL2_y;BL2_z;DR2_x;DR2_y;DR2_z;BR2_x;BR2_y;BR2_z;Stimulustype
1232;-0.22552505135536194;-0.18163716793060303;-0.12885761260986328;-0.14781895279884338;-0.1688462495803833;-0.08876585960388184;0.2128223180770874;-0.16623198986053467;-0.14833545684814453;0.1395721137523651;-0.14970362186431885;-0.10404491424560547;-0.0017556771636009216;-0.3093348741531372;-0.0488276481628418;-0.004242546856403351;-0.14611577987670898;-0.04615592956542969;-0.14747114479541779;-0.076255202293396;-0.11930584907531738;0.12696020305156708;-0.05975234508514404;-0.1314551830291748;-0.213760107755661;0.002844572067260742;-0.16210532188415527;-0.09603827446699142;0.020290493965148926;-0.12405991554260254;0.19886265695095062;0.009334325790405273;-0.18313217163085938;0.09489387273788452;0.019942760467529297;-0.14748740196228027;-0.2435041218996048;0.27497148513793945;-0.196885347366333;-0.0866762101650238;0.2570813298225403;-0.12683677673339844;0.24963527917861938;0.253728449344635;-0.22719049453735352;0.07846507430076599;0.2522503137588501;-0.13752150535583496;posed_happy
1233;-0.2252955138683319;-0.18190312385559082;-0.12876582145690918;-0.14775721728801727;-0.16896069049835205;-0.08873534202575684;0.2139110267162323;-0.16697359085083008;-0.14941072463989258;0.14033067226409912;-0.1501995325088501;-0.10433197021484375;-0.0014616623520851135;-0.30764639377593994;-0.048729896545410156;-0.0037038996815681458;-0.14653480052947998;-0.04600381851196289;-0.1475856602191925;-0.07638943195343018;-0.11928820610046387;0.1271684467792511;-0.059894561767578125;-0.1314527988433838;-0.21392390131950378;0.0027604103088378906;-0.16211867332458496;-0.09609450399875641;0.019585132598876953;-0.12364602088928223;0.19911806285381317;0.009329438209533691;-0.1832425594329834;0.09526672959327698;0.01959049701690674;-0.14745354652404785;-0.2439909428358078;0.27510273456573486;-0.1972825527191162;-0.08699869364500046;0.2574281096458435;-0.12685251235961914;0.24941769242286682;0.2520047426223755;-0.2263193130493164;0.07781391590833664;0.2518661618232727;-0.13739705085754395;posed_happy
1234;-0.22510957717895508;-0.18152081966400146;-0.1285572052001953;-0.14734140038490295;-0.1685640811920166;-0.08859038352966309;0.2146337628364563;-0.16681647300720215;-0.1500096321105957;0.14100614190101624;-0.15025317668914795;-0.10466599464416504;-0.0006995759904384613;-0.3105316162109375;-0.049161434173583984;-0.0032228268682956696;-0.14654040336608887;-0.04606747627258301;-0.14716175198554993;-0.07648980617523193;-0.11925292015075684;0.12789538502693176;-0.0601048469543457;-0.1315135955810547;-0.21355865895748138;0.00273287296295166;-0.16195178031921387;-0.09576162695884705;0.01987898349761963;-0.12335753440856934;0.1995459944009781;0.009362459182739258;-0.18346142768859863;0.09550140798091888;0.019560575485229492;-0.14760971069335938;-0.2439417839050293;0.2749505639076233;-0.1972050666809082;-0.08692079782485962;0.25727379322052;-0.1268627643585205;0.24940448999404907;0.25086748600006104;-0.22593402862548828;0.07771813869476318;0.2514649033546448;-0.1374647617340088;posed_happy
1235;-0.22513732314109802;-0.1811826229095459;-0.12849974632263184;-0.14739593863487244;-0.16830027103424072;-0.08862495422363281;0.21596956253051758;-0.1669255495071411;-0.15118765830993652;0.14173945784568787;-0.15018343925476074;-0.10505461692810059;-0.0005026832222938538;-0.31067097187042236;-0.04921579360961914;-0.003192771226167679;-0.14663231372833252;-0.046021461486816406;-0.1468697339296341;-0.07619631290435791;-0.11929035186767578;0.12844543159008026;-0.06009531021118164;-0.13159990310668945;-0.21347957849502563;0.0030750036239624023;-0.16213774681091309;-0.09537452459335327;0.01978778839111328;-0.12271761894226074;0.1992010474205017;0.009267210960388184;-0.18323040008544922;0.09565025568008423;0.019475221633911133;-0.14764714241027832;-0.24418608844280243;0.2748594880104065;-0.19736194610595703;-0.08689329773187637;0.2564198970794678;-0.12702131271362305;0.24950408935546875;0.24921417236328125;-0.22554874420166016;0.07792895287275314;0.25097233057022095;-0.13765859603881836;posed_happy
1236;-0.2251301109790802;-0.18064343929290771;-0.1283740997314453;-0.14753898978233337;-0.16793620586395264;-0.08871912956237793;0.21612748503684998;-0.1664714813232422;-0.1512444019317627;0.14223478734493256;-0.1497119665145874;-0.10540199279785156;-0.0003977939486503601;-0.31064164638519287;-0.049234867095947266;-0.0024080052971839905;-0.1461116075515747;-0.04641366004943848;-0.1470305174589157;-0.07595467567443848;-0.11933755874633789;0.12837454676628113;-0.059687256813049316;-0.13168764114379883;-0.21329693496227264;0.0032072067260742188;-0.16214680671691895;-0.09517229348421097;0.020211219787597656;-0.12271523475646973;0.19949328899383545;0.009539246559143066;-0.1835789680480957;0.0958540290594101;0.019831418991088867;-0.1481337547302246;-0.2441982477903366;0.275004506111145;-0.19741034507751465;-0.08710465580224991;0.25703954696655273;-0.12695622444152832;0.24998527765274048;0.24801117181777954;-0.22590351104736328;0.07796106487512589;0.2513173818588257;-0.13758325576782227;posed_happy
1237;-0.22483748197555542;-0.18060052394866943;-0.12817120552062988;-0.1469016671180725;-0.16792476177215576;-0.08851408958435059;0.2166767716407776;-0.16648519039154053;-0.15172338485717773;0.14273148775100708;-0.14945125579833984;-0.10570788383483887;0.00015754997730255127;-0.3110586404800415;-0.049390316009521484;-0.0022704005241394043;-0.14616572856903076;-0.04640340805053711;-0.14674480259418488;-0.07623660564422607;-0.1192772388458252;0.1284952014684677;-0.05946075916290283;-0.1317603588104248;-0.21289807558059692;0.0031003952026367188;-0.16191530227661133;-0.09505229443311691;0.019925355911254883;-0.12233614921569824;0.19968043267726898;0.009551405906677246;-0.18367290496826172;0.09603153169155121;0.019707679748535156;-0.14815807342529297;-0.24405407905578613;0.2747420072555542;-0.19723176956176758;-0.08691420406103134;0.25668805837631226;-0.12697482109069824;0.24984562397003174;0.2473008632659912;-0.22548127174377441;0.07820665836334229;0.2507483959197998;-0.13780856132507324;posed_happy
1238;-0.22483079135417938;-0.18013513088226318;-0.12806200981140137;-0.14699877798557281;-0.16763091087341309;-0.08859825134277344;0.21675574779510498;-0.16657650470733643;-0.1518077850341797;0.14316509664058685;-0.14924824237823486;-0.10597038269042969;0.0004972666501998901;-0.3108481168746948;-0.04944181442260742;-0.0022784769535064697;-0.14619767665863037;-0.046384334564208984;-0.1465037614107132;-0.07623231410980225;-0.11926817893981934;0.12906843423843384;-0.0595930814743042;-0.13181662559509277;-0.21272903680801392;0.0030657052993774414;-0.16182446479797363;-0.09494442492723465;0.01988983154296875;-0.12215018272399902;0.19981928169727325;0.009156227111816406;-0.18341922760009766;0.09617584943771362;0.01945817470550537;-0.1480419635772705;-0.24389369785785675;0.2744249105453491;-0.19702720642089844;-0.08678613603115082;0.25650858879089355;-0.12697625160217285;0.24988791346549988;0.24690181016921997;-0.22542476654052734;0.07803317904472351;0.2500515580177307;-0.1379232406616211;posed_happy
1239;-0.2244551181793213;-0.17926347255706787;-0.12761878967285156;-0.1465696096420288;-0.1668308973312378;-0.08860349655151367;0.21711838245391846;-0.16586315631866455;-0.15199685096740723;0.14337106049060822;-0.14893019199371338;-0.10614013671875;0.0010728277266025543;-0.31054162979125977;-0.04953265190124512;-0.0016818419098854065;-0.1456695795059204;-0.04675459861755371;-0.1463010013103485;-0.07584095001220703;-0.11932563781738281;0.12962882220745087;-0.059128642082214355;-0.13201403617858887;-0.2124587893486023;0.003300189971923828;-0.16186308860778809;-0.09446463733911514;0.02054905891418457;-0.1219015121459961;0.1999310553073883;0.009551167488098145;-0.18378496170043945;0.09637422859668732;0.019749879837036133;-0.14846444129943848;-0.24360257387161255;0.2745232582092285;-0.1968374252319336;-0.08617796003818512;0.25672447681427;-0.12677717208862305;0.24995830655097961;0.246690034866333;-0.2254657745361328;0.07785902172327042;0.2502442002296448;-0.1378159523010254;posed_happy
1240;-0.2243582308292389;-0.17912817001342773;-0.12752437591552734;-0.14614081382751465;-0.16682136058807373;-0.08846640586853027;0.2179175317287445;-0.1659717559814453;-0.1527085304260254;0.14377211034297943;-0.14909017086029053;-0.10631203651428223;0.0014498271048069;-0.3100621700286865;-0.049565792083740234;-0.0011130310595035553;-0.14572298526763916;-0.04680466651916504;-0.14604026079177856;-0.07579231262207031;-0.11932253837585449;0.13013958930969238;-0.05927860736846924;-0.13205575942993164;-0.21227602660655975;0.003430604934692383;-0.16187143325805664;-0.09394349157810211;0.020787715911865234;-0.12129521369934082;0.20043520629405975;0.009363889694213867;-0.18386220932006836;0.09675636887550354;0.019792795181274414;-0.1488018035888672;-0.2435583919286728;0.27426934242248535;-0.19673609733581543;-0.08655193448066711;0.25642895698547363;-0.12693119049072266;0.2501697540283203;0.2464393973350525;-0.22570514678955078;0.07817896455526352;0.25039154291152954;-0.13788771629333496;posed_happy
1241;-0.22455532848834991;-0.1787930727005005;-0.127579927444458;-0.1466619372367859;-0.16672372817993164;-0.0886530876159668;0.21764832735061646;-0.1656426191329956;-0.15241742134094238;0.1431538462638855;-0.14895832538604736;-0.10602355003356934;0.0009686611592769623;-0.30975449085235596;-0.049436092376708984;-0.0019459724426269531;-0.14573955535888672;-0.04667997360229492;-0.14623290300369263;-0.07563209533691406;-0.11935734748840332;0.13035079836845398;-0.059234023094177246;-0.13209915161132812;-0.21258819103240967;0.0034526586532592773;-0.16201376914978027;-0.09458759427070618;0.020567655563354492;-0.12209749221801758;0.1998395174741745;0.009500622749328613;-0.18370389938354492;0.09602148830890656;0.019783735275268555;-0.14822077751159668;-0.24379482865333557;0.2743394374847412;-0.1969311237335205;-0.08685354888439178;0.25631552934646606;-0.12703156471252441;0.2498534917831421;0.24612152576446533;-0.22513842582702637;0.07769165933132172;0.24998515844345093;-0.13782405853271484;posed_happy
1242;-0.22504085302352905;-0.17849361896514893;-0.12783384323120117;-0.14719219505786896;-0.16677594184875488;-0.08881592750549316;0.21626245975494385;-0.1655033826828003;-0.15119051933288574;0.14275826513767242;-0.1486278772354126;-0.10588788986206055;0.0005127266049385071;-0.3098973035812378;-0.04935479164123535;-0.002574719488620758;-0.1455211639404297;-0.04671168327331543;-0.14668789505958557;-0.07572579383850098;-0.11936187744140625;0.12888911366462708;-0.05935835838317871;-0.13184571266174316;-0.2128697633743286;0.0034961700439453125;-0.1621568202972412;-0.09484336525201797;0.020576834678649902;-0.12248420715332031;0.19943587481975555;0.009429335594177246;-0.18346571922302246;0.09575255215167999;0.01974666118621826;-0.14797759056091309;-0.24437659978866577;0.2740306854248047;-0.1972794532775879;-0.0870673730969429;0.2559850811958313;-0.1271510124206543;0.24922946095466614;0.24668782949447632;-0.2243790626525879;0.07747446000576019;0.2501307725906372;-0.13771414756774902;posed_happy
1243;-0.2252141833305359;-0.1785820722579956;-0.12796807289123535;-0.14751993119716644;-0.16620635986328125;-0.08902525901794434;0.21700751781463623;-0.16539442539215088;-0.15181756019592285;0.1429007649421692;-0.14840209484100342;-0.10600614547729492;0.0003561191260814667;-0.3101789951324463;-0.04934859275817871;-0.0025676749646663666;-0.14516901969909668;-0.04690384864807129;-0.1469983160495758;-0.07542729377746582;-0.11942553520202637;0.1288653314113617;-0.058673858642578125;-0.13200664520263672;-0.21307894587516785;0.0035543441772460938;-0.1622791290283203;-0.0948856770992279;0.02070307731628418;-0.12263631820678711;0.19911320507526398;0.009651660919189453;-0.18349742889404297;0.09569261968135834;0.020162582397460938;-0.14831304550170898;-0.24441160261631012;0.2741492986679077;-0.19733738899230957;-0.08718889951705933;0.2562081813812256;-0.12713885307312012;0.24961942434310913;0.24623459577560425;-0.2248234748840332;0.07752065360546112;0.25030040740966797;-0.13768768310546875;posed_happy
1244;-0.2255302220582962;-0.1782381534576416;-0.12810015678405762;-0.14757481217384338;-0.16603529453277588;-0.08907294273376465;0.21645650267601013;-0.16588819026947021;-0.1514270305633545;0.1427794247865677;-0.14828014373779297;-0.10596895217895508;0.00015081092715263367;-0.310194730758667;-0.04930734634399414;-0.0025463178753852844;-0.14491629600524902;-0.047043561935424805;-0.1476396769285202;-0.0753411054611206;-0.11946821212768555;0.12851496040821075;-0.05860006809234619;-0.13197040557861328;-0.21351058781147003;0.0035750865936279297;-0.16246938705444336;-0.09531249105930328;0.02037668228149414;-0.12304091453552246;0.19900357723236084;0.009771585464477539;-0.18354439735412598;0.09577569365501404;0.02008950710296631;-0.14831018447875977;-0.2444009929895401;0.27392643690109253;-0.19726943969726562;-0.08730864524841309;0.25670766830444336;-0.12707304954528809;0.2494526505470276;0.2463390827178955;-0.22460651397705078;0.07726404070854187;0.2503207325935364;-0.13759636878967285;posed_happy
1245;-0.22623030841350555;-0.17833662033081055;-0.128584623336792;-0.14810813963413239;-0.1658080816268921;-0.08928751945495605;0.21618002653121948;-0.16583585739135742;-0.15117764472961426;0.14253784716129303;-0.14816415309906006;-0.10586833953857422;-0.000168580561876297;-0.3098956346511841;-0.04921221733093262;-0.0030084699392318726;-0.14472174644470215;-0.04708576202392578;-0.14800694584846497;-0.07500755786895752;-0.11953973770141602;0.12812694907188416;-0.05803513526916504;-0.13204693794250488;-0.21366244554519653;0.003861665725708008;-0.16271448135375977;-0.09538713097572327;0.020781993865966797;-0.12343811988830566;0.198839470744133;0.009829521179199219;-0.1835174560546875;0.09524409472942352;0.02042973041534424;-0.1482090950012207;-0.24460509419441223;0.27403807640075684;-0.19745135307312012;-0.08729991316795349;0.25649410486221313;-0.12711215019226074;0.24932387471199036;0.24650955200195312;-0.22446608543395996;0.07719919830560684;0.2504769563674927;-0.13753485679626465;posed_happy
1246;-0.22519424557685852;-0.1775757074356079;-0.1277294158935547;-0.1476471871137619;-0.16532504558563232;-0.08922529220581055;0.2164190411567688;-0.16593420505523682;-0.15140247344970703;0.14293111860752106;-0.14783895015716553;-0.10613512992858887;0.00019810721278190613;-0.3096578121185303;-0.04926657676696777;-0.0024256110191345215;-0.14421188831329346;-0.04744386672973633;-0.1476493924856186;-0.07459211349487305;-0.11959409713745117;0.12863531708717346;-0.057562828063964844;-0.13223838806152344;-0.21338355541229248;0.0042771100997924805;-0.16286516189575195;-0.09514164924621582;0.021051645278930664;-0.12326288223266602;0.1993294656276703;0.010197043418884277;-0.18403077125549316;0.09583903849124908;0.020642995834350586;-0.14886903762817383;-0.24427755177021027;0.2741228938102722;-0.19723033905029297;-0.08709616959095001;0.256987988948822;-0.12696361541748047;0.24952569603919983;0.2465670108795166;-0.22478437423706055;0.07743636518716812;0.25073856115341187;-0.13755035400390625;posed_happy
1247;-0.22511495649814606;-0.1773087978363037;-0.12761735916137695;-0.14769317209720612;-0.16530072689056396;-0.08924412727355957;0.2162090241909027;-0.1659088134765625;-0.1512157917022705;0.14337198436260223;-0.14769864082336426;-0.10638833045959473;4.522502422332764e-06;-0.3101729154586792;-0.049274444580078125;-0.0023051947355270386;-0.14423608779907227;-0.04744720458984375;-0.14751163125038147;-0.0741875171661377;-0.11965680122375488;0.12885305285453796;-0.05746722221374512;-0.1322948932647705;-0.2136363536119461;0.004435062408447266;-0.1630692481994629;-0.09538544714450836;0.021230697631835938;-0.12375235557556152;0.1992199420928955;0.010216593742370605;-0.18399691581726074;0.09593434631824493;0.020912647247314453;-0.14919114112854004;-0.2440914660692215;0.27420157194137573;-0.1971135139465332;-0.08687373995780945;0.2571209669113159;-0.12687969207763672;0.24968287348747253;0.24655473232269287;-0.22501468658447266;0.0776483416557312;0.2511723041534424;-0.1375138759613037;posed_happy
1248;-0.22508978843688965;-0.17749738693237305;-0.12764286994934082;-0.14778128266334534;-0.1655329465866089;-0.08923125267028809;0.21621710062026978;-0.16654443740844727;-0.1513352394104004;0.14304931461811066;-0.14826619625091553;-0.1061089038848877;-0.00011341273784637451;-0.3106980323791504;-0.04929995536804199;-0.00237298384308815;-0.1442481279373169;-0.04743146896362305;-0.14749775826931;-0.0746006965637207;-0.11958622932434082;0.12851333618164062;-0.05766177177429199;-0.13219594955444336;-0.21366305649280548;0.004159092903137207;-0.1629047393798828;-0.0951836109161377;0.021140456199645996;-0.12338805198669434;0.19938954710960388;0.009970664978027344;-0.18387722969055176;0.09601777791976929;0.02067720890045166;-0.14903950691223145;-0.2443527728319168;0.27390962839126587;-0.19722890853881836;-0.08721762895584106;0.25699758529663086;-0.12699294090270996;0.24982747435569763;0.24644899368286133;-0.22519826889038086;0.07784558832645416;0.2509669065475464;-0.13763165473937988;posed_happy
1249;-0.22518230974674225;-0.17839229106903076;-0.12790465354919434;-0.147857204079628;-0.16589581966400146;-0.08919048309326172;0.2155817747116089;-0.16675615310668945;-0.15082120895385742;0.142642542719841;-0.14868128299713135;-0.10581827163696289;-0.0002397671341896057;-0.31147992610931396;-0.049346923828125;-0.0028801262378692627;-0.14483165740966797;-0.047043800354003906;-0.14791646599769592;-0.074973464012146;-0.11954164505004883;0.12818042933940887;-0.0581439733505249;-0.13202881813049316;-0.21374182403087616;0.003850102424621582;-0.16273975372314453;-0.09573619067668915;0.020662784576416016;-0.12387347221374512;0.19921602308750153;0.009543418884277344;-0.1834578514099121;0.09564238786697388;0.020311951637268066;-0.14841127395629883;-0.24441887438297272;0.2736890912055969;-0.1972184181213379;-0.08703389763832092;0.25639963150024414;-0.1270613670349121;0.24974048137664795;0.24630355834960938;-0.22502493858337402;0.07761786878108978;0.2507725954055786;-0.1376030445098877;posed_happy
1250;-0.22566735744476318;-0.17824673652648926;-0.12819242477416992;-0.14824801683425903;-0.16618084907531738;-0.08926558494567871;0.21416357159614563;-0.1666426658630371;-0.14957118034362793;0.14173047244548798;-0.14843809604644775;-0.10540127754211426;-0.000636860728263855;-0.3115992546081543;-0.04927515983581543;-0.0031290799379348755;-0.1447967290878296;-0.0470278263092041;-0.14807383716106415;-0.07502245903015137;-0.11954021453857422;0.12789560854434967;-0.05798137187957764;-0.13202404975891113;-0.2140684425830841;0.00372922420501709;-0.1627962589263916;-0.09591855108737946;0.020554423332214355;-0.12406802177429199;0.19898585975170135;0.009450554847717285;-0.18327999114990234;0.09536877274513245;0.020598292350769043;-0.14846158027648926;-0.2447577565908432;0.27388232946395874;-0.19752216339111328;-0.08755820244550705;0.25665175914764404;-0.12714838981628418;0.2492121458053589;0.24637603759765625;-0.224259614944458;0.07726186513900757;0.2506323456764221;-0.13751745223999023;posed_happy
1251;-0.22594985365867615;-0.17904245853424072;-0.12855792045593262;-0.14879390597343445;-0.1668943166732788;-0.08931446075439453;0.21289733052253723;-0.1670626401901245;-0.14854693412780762;0.14127038419246674;-0.14902782440185547;-0.10504746437072754;-0.0012943185865879059;-0.31234049797058105;-0.04920816421508789;-0.0036500021815299988;-0.1452544927597046;-0.0467069149017334;-0.14844949543476105;-0.07557523250579834;-0.11946272850036621;0.12741239368915558;-0.058245062828063965;-0.13188719749450684;-0.21410015225410461;0.003075122833251953;-0.16239190101623535;-0.09584710747003555;0.020284414291381836;-0.12377142906188965;0.19888605177402496;0.008878946304321289;-0.18277835845947266;0.09496740996837616;0.02040994167327881;-0.14797472953796387;-0.2449813336133957;0.2734939455986023;-0.19758367538452148;-0.08769930154085159;0.2561795711517334;-0.12727665901184082;0.2490520477294922;0.24636727571487427;-0.22401809692382812;0.07695233076810837;0.25046300888061523;-0.13745546340942383;posed_happy
1252;-0.2260606586933136;-0.17899155616760254;-0.12861919403076172;-0.1489953100681305;-0.16726815700531006;-0.08931303024291992;0.21206337213516235;-0.16691696643829346;-0.1477980613708496;0.14040875434875488;-0.14899957180023193;-0.1046137809753418;-0.0018520839512348175;-0.3123224973678589;-0.049089670181274414;-0.004074573516845703;-0.1452411413192749;-0.04665493965148926;-0.14840587973594666;-0.07596004009246826;-0.11939597129821777;0.12720291316509247;-0.058390140533447266;-0.1318204402923584;-0.21422438323497772;0.0026816129684448242;-0.16219091415405273;-0.0964050143957138;0.019993066787719727;-0.12439513206481934;0.198548823595047;0.008665204048156738;-0.18245649337768555;0.0950428694486618;0.02018117904663086;-0.14782285690307617;-0.24491719901561737;0.2736079692840576;-0.19756674766540527;-0.087930828332901;0.2563578486442566;-0.12730193138122559;0.2488238513469696;0.24668002128601074;-0.22377252578735352;0.07693219184875488;0.2506449222564697;-0.13740301132202148;posed_happy
1253;-0.2262929081916809;-0.179695725440979;-0.12893009185791016;-0.14942921698093414;-0.16795885562896729;-0.08945035934448242;0.21020227670669556;-0.1680583953857422;-0.14638519287109375;0.1398039609193802;-0.14959168434143066;-0.10418534278869629;-0.0025217607617378235;-0.3133925199508667;-0.049201250076293945;-0.004652053117752075;-0.1460634469985962;-0.0461277961730957;-0.14840996265411377;-0.07638025283813477;-0.11932563781738281;0.12723574042320251;-0.05912196636199951;-0.13164901733398438;-0.21431033313274384;0.00218045711517334;-0.16190719604492188;-0.09655603766441345;0.019636034965515137;-0.12436795234680176;0.19865602254867554;0.00794076919555664;-0.18192553520202637;0.09478291869163513;0.020047545433044434;-0.14749717712402344;-0.2453564703464508;0.2737061381340027;-0.1979198455810547;-0.08807539939880371;0.2560088634490967;-0.12740659713745117;0.24873462319374084;0.2464657425880432;-0.22357535362243652;0.0767301619052887;0.25011348724365234;-0.1374671459197998;posed_happy
1254;-0.2270221710205078;-0.18030774593353271;-0.12956762313842773;-0.1500183641910553;-0.1690737009048462;-0.08962869644165039;0.20830610394477844;-0.16870808601379395;-0.14486026763916016;0.13882102072238922;-0.15021705627441406;-0.10355758666992188;-0.003381926566362381;-0.3139384984970093;-0.049343109130859375;-0.005034502595663071;-0.14663922786712646;-0.045761823654174805;-0.14886067807674408;-0.07691168785095215;-0.11925458908081055;0.12611493468284607;-0.05945253372192383;-0.13139843940734863;-0.21470679342746735;0.001435399055480957;-0.16159343719482422;-0.09718932211399078;0.0192716121673584;-0.12505292892456055;0.19804266095161438;0.007642030715942383;-0.1814112663269043;0.09455113112926483;0.019887208938598633;-0.14716839790344238;-0.24580076336860657;0.27398377656936646;-0.19832468032836914;-0.08817775547504425;0.25619566440582275;-0.1273972988128662;0.24866217374801636;0.2463071346282959;-0.2234194278717041;0.076579250395298;0.25001537799835205;-0.13744044303894043;posed_happy
1255;-0.22684049606323242;-0.1811124086380005;-0.12963533401489258;-0.1503332555294037;-0.17021000385284424;-0.08969664573669434;0.2062787413597107;-0.17000997066497803;-0.14337587356567383;0.13786208629608154;-0.15126240253448486;-0.10285782814025879;-0.004301920533180237;-0.31493353843688965;-0.049529075622558594;-0.005982264876365662;-0.14756464958190918;-0.045127153396606445;-0.148810476064682;-0.07750356197357178;-0.11915278434753418;0.12549416720867157;-0.06013607978820801;-0.13113903999328613;-0.2148405909538269;0.0010581016540527344;-0.1614079475402832;-0.0978892594575882;0.01878488063812256;-0.1255018711090088;0.19748787581920624;0.007186770439147949;-0.18079781532287598;0.09375014901161194;0.01981186866760254;-0.14647459983825684;-0.24627219140529633;0.27387499809265137;-0.19864583015441895;-0.08840543776750565;0.25645846128463745;-0.12740516662597656;0.24848416447639465;0.2464449405670166;-0.22319555282592773;0.07626953721046448;0.25005972385406494;-0.13732481002807617;posed_happy
1256;-0.22684381902217865;-0.18182218074798584;-0.1298210620880127;-0.15044905245304108;-0.17089521884918213;-0.08970832824707031;0.20502494275569916;-0.1710984706878662;-0.14251494407653809;0.13724347949028015;-0.1524428129196167;-0.10215926170349121;-0.0051309652626514435;-0.3150244951248169;-0.04963111877441406;-0.006282497197389603;-0.1482154130935669;-0.04473137855529785;-0.14920349419116974;-0.07807481288909912;-0.11907315254211426;0.12420289218425751;-0.06074988842010498;-0.13079333305358887;-0.2150496393442154;0.000491023063659668;-0.1611318588256836;-0.09769175201654434;0.018854975700378418;-0.12542104721069336;0.1970210075378418;0.0065430402755737305;-0.18007349967956543;0.09386123716831207;0.019524097442626953;-0.14629673957824707;-0.24638773500919342;0.27401137351989746;-0.19876837730407715;-0.08867725729942322;0.2557196617126465;-0.12761926651000977;0.24829283356666565;0.2465662956237793;-0.2229471206665039;0.07590550929307938;0.2498997449874878;-0.13724184036254883;posed_happy
1257;-0.2264583706855774;-0.1822493076324463;-0.12963414192199707;-0.15066984295845032;-0.1716536283493042;-0.08975815773010254;0.20504909753799438;-0.17267084121704102;-0.1428544521331787;0.13744781911373138;-0.15316510200500488;-0.10204362869262695;-0.004872720688581467;-0.31606006622314453;-0.04968619346618652;-0.00619618222117424;-0.14867448806762695;-0.0444941520690918;-0.1487981677055359;-0.078574538230896;-0.1189718246459961;0.12411192059516907;-0.06161153316497803;-0.13057231903076172;-0.21510693430900574;-8.296966552734375e-05;-0.16078901290893555;-0.09763705730438232;0.01833641529083252;-0.12505865097045898;0.19740119576454163;0.006061911582946777;-0.17986059188842773;0.0936756283044815;0.01917588710784912;-0.14583086967468262;-0.24648134410381317;0.27415430545806885;-0.19887685775756836;-0.08846168965101242;0.2556583285331726;-0.12757515907287598;0.24867713451385498;0.24620842933654785;-0.22341251373291016;0.07642576843500137;0.24972814321517944;-0.13745999336242676;posed_happy
1258;-0.22512999176979065;-0.18152785301208496;-0.1285719871520996;-0.1500324010848999;-0.17112386226654053;-0.08953142166137695;0.20520786941051483;-0.17280733585357666;-0.1430191993713379;0.13794851303100586;-0.15296423435211182;-0.10237622261047363;-0.004086479544639587;-0.3155179023742676;-0.04955267906188965;-0.006165418773889542;-0.1482219696044922;-0.04474449157714844;-0.14842525124549866;-0.07822918891906738;-0.11901426315307617;0.12465780973434448;-0.06130850315093994;-0.13072872161865234;-0.21465013921260834;0.0002790689468383789;-0.16083264350891113;-0.09709740430116653;0.019144058227539062;-0.12482619285583496;0.19787636399269104;0.006199955940246582;-0.18018436431884766;0.09412626922130585;0.01949310302734375;-0.14647483825683594;-0.24607738852500916;0.27450472116470337;-0.1986711025238037;-0.08831962198019028;0.25670337677001953;-0.1273355484008789;0.24880966544151306;0.24681580066680908;-0.22379207611083984;0.07647555321455002;0.2507544755935669;-0.1372208595275879;posed_happy
1259;-0.22521281242370605;-0.18185961246490479;-0.12870121002197266;-0.14979957044124603;-0.17112517356872559;-0.08943819999694824;0.20579607784748077;-0.17319262027740479;-0.14360523223876953;0.13808101415634155;-0.15306103229522705;-0.1024169921875;-0.003504447638988495;-0.31504201889038086;-0.04944801330566406;-0.005466558039188385;-0.1482868194580078;-0.04480624198913574;-0.14782288670539856;-0.07832920551300049;-0.11897134780883789;0.12576553225517273;-0.0617295503616333;-0.1307966709136963;-0.2145683914422989;0.00016200542449951172;-0.16072487831115723;-0.09708579629659653;0.019106507301330566;-0.12478208541870117;0.19813300669193268;0.006039738655090332;-0.18017148971557617;0.09453380107879639;0.019252538681030273;-0.14657068252563477;-0.24607884883880615;0.2748945355415344;-0.198777437210083;-0.08842755854129791;0.2567014694213867;-0.127363920211792;0.2489781379699707;0.2467280626296997;-0.22401666641235352;0.07693321257829666;0.2506347894668579;-0.1374058723449707;posed_happy
